content,score,label,reviewCreatedVersion,at,appVersion,content_lower_case
"""Maaf gojek lagi rame"" Trus gw makan apa anjg ☺",3,0,5.47.1,2026-02-02 4:53:02,5.47.1,maaf gojek lagi rame trus gw makan apa anjg
"Pelayanannya cepat, order pun cepat palagi gojek instannya",5,1,5.47.1,2026-02-02 4:50:50,5.47.1,pelayanannya cepat order pun cepat palagi gojek instannya
mau kirim pake gosen nunggu sampe 1jam gak dpat driver👍,3,0,5.47.1,2026-02-02 4:50:02,5.47.1,mau kirim pake gosen nunggu sampe 1jam gak dpat driver
ok,5,1,5.47.1,2026-02-02 4:49:53,5.47.1,ok
gojek update pembayaran via qris dong,3,0,4.89.1,2026-02-02 4:42:28,4.89.1,gojek update pembayaran via qris dong
sangat membantu,5,1,5.47.1,2026-02-02 4:40:13,5.47.1,sangat membantu
lemot. uang sisa 50 perak menyusahkan.,1,0,,2026-02-02 4:34:37,,lemot uang sisa 50 perak menyusahkan
"gabisa di buka alasan aplikasi sedang rame, gitu aja terus diulang ulang.",1,0,5.47.1,2026-02-02 4:19:11,5.47.1,gabisa di buka alasan aplikasi sedang rame gitu aja terus diulang ulang
OK Mantul,5,1,,2026-02-02 4:08:13,,ok mantul
banyak diskon 😍,5,1,5.47.1,2026-02-02 4:07:47,5.47.1,banyak diskon
OK Mantul,5,1,,2026-02-02 4:07:00,,ok mantul
OK Mantul,5,1,5.47.1,2026-02-02 4:04:44,5.47.1,ok mantul
apk bodoh kadang suka ga jelas lag padahal internet saya lancar,1,0,5.47.1,2026-02-02 3:57:46,5.47.1,apk bodoh kadang suka ga jelas lag padahal internet saya lancar
"bayar pakai gopay gojeknya ada tapi tidak menghampiri malah lihatin terus sambil balas chat alhasil uang kepotong diantark ketempat tujuan tidak , dan tidak ada pilihan batalkan pesanan",1,0,5.47.1,2026-02-02 3:53:16,5.47.1,bayar pakai gopay gojeknya ada tapi tidak menghampiri malah lihatin terus sambil balas chat alhasil uang kepotong diantark ketempat tujuan tidak dan tidak ada pilihan batalkan pesanan
gojek sangat membantu buat sehari hari buat anter jemput sekolah anak aku,5,1,5.47.1,2026-02-02 3:53:05,5.47.1,gojek sangat membantu buat sehari hari buat anter jemput sekolah anak aku
ok baik lah,5,1,5.47.1,2026-02-02 3:33:37,5.47.1,ok baik lah
Gara-gara pakai gopay latter sehari telat kena denda 50k... parah memang ni aplikasi gak ada invoice ... pliss jangan mau dibohongi sama aplikasi tolol ini... nggak ngotak banget ..gak ada pemberitahuan apapun tiba2 denda.. gilaa,1,0,,2026-02-02 3:29:59,,gara gara pakai gopay latter sehari telat kena denda 50k parah memang ni aplikasi gak ada invoice pliss jangan mau dibohongi sama aplikasi tolol ini nggak ngotak banget gak ada pemberitahuan apapun tiba2 denda gilaa
"apa sekarang lebih selektif memilih para Rider, lebih nyaman berkendara, waktu jemput tepat,App go rider pun semakin fleksibel. semoga semakin sukses.",5,1,5.46.2,2026-02-02 3:13:37,5.46.2,apa sekarang lebih selektif memilih para rider lebih nyaman berkendara waktu jemput tepat app go rider pun semakin fleksibel semoga semakin sukses
login nya jd complicated. sudah otp whatsap. masih ada email. dan nggak tau itu emailnya lupa udh nggak login lg. yaudah.. batal. ununstall. pake grab aja.. langsung masuk..,2,0,,2026-02-02 2:44:08,,login nya jd complicated sudah otp whatsap masih ada email dan nggak tau itu emailnya lupa udh nggak login lg yaudah batal ununstall pake grab aja langsung masuk
mantap,5,1,,2026-02-02 2:43:00,,mantap
jelek banget. dapat lokasi jauh terus,1,0,,2026-02-02 2:35:41,,jelek banget dapat lokasi jauh terus
pelayanan nya sangat memuaskan,5,1,5.47.1,2026-02-02 2:33:02,5.47.1,pelayanan nya sangat memuaskan
sangat berguna,5,1,5.47.1,2026-02-02 2:30:27,5.47.1,sangat berguna
"makin lama makin hancur ini gojek, nyari driver nya kelamaan",1,0,3.5.2000,2026-02-02 2:21:45,3.5.2000,makin lama makin hancur ini gojek nyari driver nya kelamaan
gak jelas,1,0,5.47.1,2026-02-02 2:16:32,5.47.1,gak jelas
"tolong para driver gojek,kalo tidak mentaati peraturan lalu lintas jangan sok jagoan,mentang"" banyak teman drivernya",2,0,5.21.1,2026-02-02 2:10:54,5.21.1,tolong para driver gojek kalo tidak mentaati peraturan lalu lintas jangan sok jagoan mentang banyak teman drivernya
"ya allah utang aku cuman 7rb , gegara lupa telat bayar jadi 57rb , keterlalluan denda nya gak masuk akal 😭😭😭",1,0,5.47.1,2026-02-02 2:02:03,5.47.1,ya allah utang aku cuman 7rb gegara lupa telat bayar jadi 57rb keterlalluan denda nya gak masuk akal
good service,5,1,5.48.2,2026-02-02 1:46:19,5.48.2,good service
"susah bgt dptny asli, awal' (kurleb setahun) masi gampang dptny tp skrg jd telat mulu klo berangkat sekolah gr' selalu ga dpt. klopun dpt selalu ditolak pdhl udh blg jgn ditolak pdhl klopun jauh masi sabar ditungguin, fyi sy masi pelajar ya tolong pengertiannya",4,1,5.27.2,2026-02-02 1:46:18,5.27.2,susah bgt dptny asli awal kurleb setahun masi gampang dptny tp skrg jd telat mulu klo berangkat sekolah gr selalu ga dpt klopun dpt selalu ditolak pdhl udh blg jgn ditolak pdhl klopun jauh masi sabar ditungguin fyi sy masi pelajar ya tolong pengertiannya
"dapet driver jauh mlu, batal booking malah kena peringatan akun mau ke blok klo kebanyakan batal booking",1,0,,2026-02-02 1:45:25,,dapet driver jauh mlu batal booking malah kena peringatan akun mau ke blok klo kebanyakan batal booking
nyari driver lama giliran udh dapet seenaknya aja dibatalin sepihak sama driverny,1,0,5.47.1,2026-02-02 1:42:43,5.47.1,nyari driver lama giliran udh dapet seenaknya aja dibatalin sepihak sama driverny
"Dear team Support Sistem Gojek, Mohon dimaksimalkan lagi ketika musim hujan agar customer dapat driver yang posisinya tidak sangat jauh dari lokasi penjemputan. ini yang sedang dikeluhkan Customer dan juga Driver, ketika pesan driver posisinya sangat jauh dan lama mendapatkan driver. mohon dimaksimalkan lagi, terimakasih",5,1,5.47.1,2026-02-02 1:35:59,5.47.1,dear team support sistem gojek mohon dimaksimalkan lagi ketika musim hujan agar customer dapat driver yang posisinya tidak sangat jauh dari lokasi penjemputan ini yang sedang dikeluhkan customer dan juga driver ketika pesan driver posisinya sangat jauh dan lama mendapatkan driver mohon dimaksimalkan lagi terimakasih
sangat membantu,5,1,,2026-02-02 1:27:41,,sangat membantu
gopaylater dendanya sangat mahal hutang saya 17rb dendanya sampai 50rb Firaun Juga lu!!,1,0,5.47.1,2026-02-02 1:26:09,5.47.1,gopaylater dendanya sangat mahal hutang saya 17rb dendanya sampai 50rb firaun juga lu
"gojek skrng jelek bgt, pesen goride dibatalin semua padahal cuaca lagi ga ujan sama sekali",3,0,5.47.1,2026-02-02 1:24:07,5.47.1,gojek skrng jelek bgt pesen goride dibatalin semua padahal cuaca lagi ga ujan sama sekali
lama nya klo lagi musim hujan gini. para drivernya ngg mau pada terima aneh ya. padahal di gajih dari gojek langsung padahal tadi udah dapet driver eh lasung di batalin sama driver nya. kan aneh,5,1,5.45.1,2026-02-02 1:23:24,5.45.1,lama nya klo lagi musim hujan gini para drivernya ngg mau pada terima aneh ya padahal di gajih dari gojek langsung padahal tadi udah dapet driver eh lasung di batalin sama driver nya kan aneh
susah ordernya gak ada yang mau ambil padahal dulu gak kaya gini 😪,2,0,,2026-02-02 1:18:41,,susah ordernya gak ada yang mau ambil padahal dulu gak kaya gini
"Gembell kalo lagi cuaca mendung. driver banyak tapi zonk semua kagak ada yg ngambil. hujan engga, ambil gocar dan GO-RIDE gak ada yg ambil. Parah",1,0,,2026-02-02 1:17:43,,gembell kalo lagi cuaca mendung driver banyak tapi zonk semua kagak ada yg ngambil hujan engga ambil gocar dan go ride gak ada yg ambil parah
driver suka cancel gjls,1,0,5.29.2,2026-02-02 1:14:30,5.29.2,driver suka cancel gjls
setiap ujan gapernah dapet driver. gajelas,1,0,,2026-02-02 1:13:36,,setiap ujan gapernah dapet driver gajelas
good job,5,1,5.47.1,2026-02-02 1:11:40,5.47.1,good job
pertama kali pesan sendiri.......ternyata......mudah,5,1,5.47.1,2026-02-02 1:07:41,5.47.1,pertama kali pesan sendiri ternyata mudah
ok,5,1,5.44.1,2026-02-02 1:04:16,5.44.1,ok
"klo hujan pencarian driver nya bisa mental jauh bgt dari titik jemput,padahal driver terdekat banyak..udah gtu selalu di cancel driver...giliran yg nggak di cancel driver dihubungin malah nggak bisa. ....udah pake yg prioritas pun sama nggak ada beda nya... Akhir nya pindah ke kompetitor langsung dapet tanpa drama apapun..",3,0,5.47.1,2026-02-02 1:00:45,5.47.1,klo hujan pencarian driver nya bisa mental jauh bgt dari titik jemput padahal driver terdekat banyak udah gtu selalu di cancel driver giliran yg nggak di cancel driver dihubungin malah nggak bisa udah pake yg prioritas pun sama nggak ada beda nya akhir nya pindah ke kompetitor langsung dapet tanpa drama apapun
"Jemput dan antar cepat, aman dan nyaman.",5,1,5.47.1,2026-02-02 0:58:19,5.47.1,jemput dan antar cepat aman dan nyaman
"kalo hujan pada nolak rejeki, padahal gerimis kecil",1,0,,2026-02-02 0:55:18,,kalo hujan pada nolak rejeki padahal gerimis kecil
driver gaada yg mau ngambil,3,0,5.31.2,2026-02-02 0:54:32,5.31.2,driver gaada yg mau ngambil
memudahkan sekali,5,1,,2026-02-02 0:43:55,,memudahkan sekali
nice,5,1,5.48.2,2026-02-02 0:38:56,5.48.2,nice
mudah,4,1,,2026-02-02 0:30:00,,mudah
"Gak guna dibuat GOJEK HEMAT kalau Driver nya gak ada yg mau ambil di waktu pagi hari. Padahal disitu banyak² nya penumpang yg butuh driver (goride). Lihat di maps banyak goride nongkrong, tp 1 pun gak ada yg mau ambil kalau pakai GORIDEHEMAT. Tolong dikasih sanksi aja buat driver yg mau ambil orderan pilih² harga. Beda bangett jauhh sama Aplikasi Ojol sebelah !",1,0,5.48.2,2026-02-02 0:26:01,5.48.2,gak guna dibuat gojek hemat kalau driver nya gak ada yg mau ambil di waktu pagi hari padahal disitu banyak nya penumpang yg butuh driver goride lihat di maps banyak goride nongkrong tp 1 pun gak ada yg mau ambil kalau pakai goridehemat tolong dikasih sanksi aja buat driver yg mau ambil orderan pilih harga beda bangett jauhh sama aplikasi ojol sebelah
sangat membantu,5,1,5.47.1,2026-02-02 0:16:25,5.47.1,sangat membantu
mantap,5,1,5.47.1,2026-02-02 0:08:59,5.47.1,mantap
mantap,5,1,5.47.1,2026-02-02 0:07:35,5.47.1,mantap
parah gojek. setelah hujan orderan susah udah klik yang Hargo tinggi tetap gak dapat. di map aplikasi gojek driver ada dimana dimana. aplikasi parah. tidak ada perubahan gojek. kecewa.,1,0,,2026-02-02 0:03:06,,parah gojek setelah hujan orderan susah udah klik yang hargo tinggi tetap gak dapat di map aplikasi gojek driver ada dimana dimana aplikasi parah tidak ada perubahan gojek kecewa
akun bisa diretas,1,0,5.47.1,2026-02-02 0:01:10,5.47.1,akun bisa diretas
driver nya tanggung jawab.,4,1,5.47.1,2026-02-02 0:00:50,5.47.1,driver nya tanggung jawab
udah okee,5,1,5.47.1,2026-02-01 23:50:52,5.47.1,udah okee
"Aneh sekali, kenapa driver dipilih tidak dari yang terdekat, kita yg sedang buru buru, jadi kelamaan nunggu driver.",1,0,,2026-02-01 23:47:19,,aneh sekali kenapa driver dipilih tidak dari yang terdekat kita yg sedang buru buru jadi kelamaan nunggu driver
layanannya makin kesini makin busuk nih. uda pake yg harga paling tinggi tetep aja dapet driver jauh padahal disekitar lokasi penjemputan banyak. ujung ujungnya selalu di cancel. cobalah edukasi drivernya.,1,0,,2026-02-01 23:42:00,,layanannya makin kesini makin busuk nih uda pake yg harga paling tinggi tetep aja dapet driver jauh padahal disekitar lokasi penjemputan banyak ujung ujungnya selalu di cancel cobalah edukasi drivernya
good,5,1,5.47.1,2026-02-01 23:39:54,5.47.1,good
kok mesti tambah lama ya cari driver mau sampe 5mnitlebihan jarak ya juga cari ya jauh bgt,3,0,,2026-02-01 23:33:36,,kok mesti tambah lama ya cari driver mau sampe 5mnitlebihan jarak ya juga cari ya jauh bgt
memudahkan kita order makanan,5,1,4.99.1,2026-02-01 23:31:40,4.99.1,memudahkan kita order makanan
kagak ada yang mau pick up. udah nunggu hampir 30 menitan. trus juga kadang ada yang pura2 isi bensin tapi malah ngejauh. sengaja banget bikin penumpangnya harus batalin. makin gak jelas,2,0,5.47.1,2026-02-01 23:30:00,5.47.1,kagak ada yang mau pick up udah nunggu hampir 30 menitan trus juga kadang ada yang pura2 isi bensin tapi malah ngejauh sengaja banget bikin penumpangnya harus batalin makin gak jelas
pengemudi ramah,5,1,5.45.1,2026-02-01 23:29:40,5.45.1,pengemudi ramah
susah bgt dpt driver. mahal buat anak sekolah. driver bisa liat rate penumpang tapi penumpang ga.,1,0,5.47.1,2026-02-01 23:28:02,5.47.1,susah bgt dpt driver mahal buat anak sekolah driver bisa liat rate penumpang tapi penumpang ga
"kok di kasih yg jauh mulu, sekalinya nyari susah banget lagi yg nyantol sampe setengah jam 😐",1,0,5.47.1,2026-02-01 23:26:49,5.47.1,kok di kasih yg jauh mulu sekalinya nyari susah banget lagi yg nyantol sampe setengah jam
👍👍👍👍👍,5,1,5.47.1,2026-02-01 23:24:48,5.47.1,
kalo pagi banyak driver yg ga mau ambil orderan padahal pagi banyak orang yg mau make,3,0,,2026-02-01 23:22:06,,kalo pagi banyak driver yg ga mau ambil orderan padahal pagi banyak orang yg mau make
"GASUKA BANGETTTTTTT KALO MESEN TUH LAMA BANGETTTTTT, sekalinya dapet jauh",1,0,5.47.1,2026-02-01 23:16:48,5.47.1,gasuka bangettttttt kalo mesen tuh lama bangetttttt sekalinya dapet jauh
lama padahal banyak yang deket,1,0,5.47.1,2026-02-01 23:16:26,5.47.1,lama padahal banyak yang deket
cukup bintang saja yang berbicara,5,1,5.47.1,2026-02-01 23:09:15,5.47.1,cukup bintang saja yang berbicara
dapat driver nya lama sekali dapet langsung yang jauh,1,0,,2026-02-01 23:03:42,,dapat driver nya lama sekali dapet langsung yang jauh
mahall bangettt tidak konsisten,1,0,5.47.1,2026-02-01 23:00:07,5.47.1,mahall bangettt tidak konsisten
OK,5,1,5.47.1,2026-02-01 22:54:52,5.47.1,ok
"Mantap gojek nya gercep ngebut , mantap banget",5,1,5.47.1,2026-02-01 22:52:04,5.47.1,mantap gojek nya gercep ngebut mantap banget
"aplikasinya bagus, lengkap",5,1,5.47.1,2026-02-01 22:51:03,5.47.1,aplikasinya bagus lengkap
"download recipe susah, gagal terus.",1,0,5.47.1,2026-02-01 22:50:22,5.47.1,download recipe susah gagal terus
Kadang untung kadang buntung.,5,1,5.47.1,2026-02-01 22:01:19,5.47.1,kadang untung kadang buntung
"syuka sama aplikasinya, banyak fitur berguna bgt",5,1,5.47.1,2026-02-01 21:47:43,5.47.1,syuka sama aplikasinya banyak fitur berguna bgt
mantap,5,1,5.47.1,2026-02-01 21:09:31,5.47.1,mantap
mntull,5,1,,2026-02-01 21:05:18,,mntull
Mantap,5,1,5.47.1,2026-02-01 20:23:39,5.47.1,mantap
"tolong untuk fitur pembatalan di perpanjang waktunya, banyak korban kepencet lalu kebingungan",2,0,5.47.1,2026-02-01 20:14:26,5.47.1,tolong untuk fitur pembatalan di perpanjang waktunya banyak korban kepencet lalu kebingungan
mahsa allah,5,1,5.47.1,2026-02-01 20:02:19,5.47.1,mahsa allah
makin mantap aplikasi gojel,5,1,5.20.1,2026-02-01 18:47:46,5.20.1,makin mantap aplikasi gojel
berguna banget buat kalo lagi laper tengah malem atau buru buru mau pergi,5,1,5.47.1,2026-02-01 18:05:11,5.47.1,berguna banget buat kalo lagi laper tengah malem atau buru buru mau pergi
mantap,5,1,,2026-02-01 17:34:13,,mantap
"tolong aplikatator hpus sistem langganan gacor krna pjmputan trllu jauh n dpt driver ny jauh2 kshn mrka ongkos g sberapa tp ngmbil jauh2, tolong d ubah sprti dulu, hlngkan lngganan gacor.lama klmaan custemer ny pd pndah k aplikasi laen",1,0,3.53.1,2026-02-01 17:18:47,3.53.1,tolong aplikatator hpus sistem langganan gacor krna pjmputan trllu jauh n dpt driver ny jauh2 kshn mrka ongkos g sberapa tp ngmbil jauh2 tolong d ubah sprti dulu hlngkan lngganan gacor lama klmaan custemer ny pd pndah k aplikasi laen
mantap,5,1,,2026-02-01 17:02:24,,mantap
"waktu tunggu untuk pembatalan pesanan GO-FOOD terlalu lama, terbuang waktu saya 🤦‍♂",1,0,,2026-02-01 16:56:21,,waktu tunggu untuk pembatalan pesanan go food terlalu lama terbuang waktu saya
nuhun om,5,1,4.12.2001,2026-02-01 16:44:06,4.12.2001,nuhun om
jika boleh memberi saran tolong kasi filter driver perempuan (jadi bisa milih drivernya mau laki laki atau perempuan) kallo untuk go food dan go send good bangettt,5,1,5.47.1,2026-02-01 16:32:14,5.47.1,jika boleh memberi saran tolong kasi filter driver perempuan jadi bisa milih drivernya mau laki laki atau perempuan kallo untuk go food dan go send good bangettt
"tolong jelasin ini kenapa tiap buka app nya ngelag parah bahkan sampe app nya close sendiri, tapi buka app lain lancar² aja cuma app gojek doang yg sering lag",4,1,,2026-02-01 16:18:30,,tolong jelasin ini kenapa tiap buka app nya ngelag parah bahkan sampe app nya close sendiri tapi buka app lain lancar aja cuma app gojek doang yg sering lag
"susah dapet driver klo malem, nunggu lama bgt ga dapet""",3,0,5.47.1,2026-02-01 16:09:14,5.47.1,susah dapet driver klo malem nunggu lama bgt ga dapet
drivernya ga niat cari uang ya saya pulang kerja udh 1 jamm nunggu driver udh 7x di cancel terus sama driverny.,2,0,5.47.1,2026-02-01 16:06:48,5.47.1,drivernya ga niat cari uang ya saya pulang kerja udh 1 jamm nunggu driver udh 7x di cancel terus sama driverny
"aplikasi jelek, harga berubah-ubah ngak pasti, pencarian driver ngawur, jelas2 di pelabuhan banyak drivernya, malah di kasih yg jauh...",1,0,5.47.1,2026-02-01 15:44:43,5.47.1,aplikasi jelek harga berubah ubah ngak pasti pencarian driver ngawur jelas2 di pelabuhan banyak drivernya malah di kasih yg jauh
sangat me membantu terima kasih gojek,5,1,5.47.1,2026-02-01 15:27:57,5.47.1,sangat me membantu terima kasih gojek
mantap,5,1,5.47.1,2026-02-01 15:27:56,5.47.1,mantap
Sangat membantu dalam banyak keperluan.mantap,5,1,5.47.1,2026-02-01 15:21:23,5.47.1,sangat membantu dalam banyak keperluan mantap
"2 kali nih gojek bermasalah,semalem pesan makan tidak dapat driver sampai 2 jam ,sekarang pesan makanan tiba tiba di batalkan ,anehhh",1,0,5.40.1,2026-02-01 15:19:47,5.40.1,2 kali nih gojek bermasalah semalem pesan makan tidak dapat driver sampai 2 jam sekarang pesan makanan tiba tiba di batalkan anehhh
Biasa ajalah sedikit kekurangan namun tetap punya keunggulan.,4,1,5.47.1,2026-02-01 14:43:26,5.47.1,biasa ajalah sedikit kekurangan namun tetap punya keunggulan
selalu gercep banyak discounan pula,5,1,,2026-02-01 12:56:58,,selalu gercep banyak discounan pula
dapet driver lama,1,0,,2026-02-01 12:53:10,,dapet driver lama
jos,5,1,,2026-02-01 12:21:00,,jos
makin kesini banyak driver yg gk jelas minta cancel tolong pihak gojek di seleksi lg,2,0,,2026-02-01 12:15:20,,makin kesini banyak driver yg gk jelas minta cancel tolong pihak gojek di seleksi lg
apk pengiriman paket paling mantap,5,1,5.44.1,2026-02-01 12:09:03,5.44.1,apk pengiriman paket paling mantap
kalo pesen makanan gak dapet-dapet driver baru bisa batalin otomatis setelah satu jam nunggu. muak bangettttt,1,0,,2026-02-01 12:03:36,,kalo pesen makanan gak dapet dapet driver baru bisa batalin otomatis setelah satu jam nunggu muak bangettttt
mau bayar tagihan ko dipersulit?,1,0,,2026-02-01 11:59:47,,mau bayar tagihan ko dipersulit
mantap,5,1,,2026-02-01 11:53:23,,mantap
keren,5,1,5.47.1,2026-02-01 11:51:49,5.47.1,keren
"kesel banget ya enggk bisa batalin pesanan nunggu hampir 1 jam karena driver belum ada, harusnya batas tunggu 15 menit aja kalo memang enggk ada drivernya, hampir 1 jam nungguin driver enggk nemu, alesannya resto udh nyiapin makanan, yang saya pesan itu es krim bayangin aja di siapin tapi hampir 1 jam driver enggk nemu itu eskrim udah meleleh, tolong nih di benahin lagi ya gojek, noh kayak aplikasi shoppe food kalo belum ada driver selama 12 menit bisa di batelin sendiri.",1,0,,2026-02-01 11:21:47,,kesel banget ya enggk bisa batalin pesanan nunggu hampir 1 jam karena driver belum ada harusnya batas tunggu 15 menit aja kalo memang enggk ada drivernya hampir 1 jam nungguin driver enggk nemu alesannya resto udh nyiapin makanan yang saya pesan itu es krim bayangin aja di siapin tapi hampir 1 jam driver enggk nemu itu eskrim udah meleleh tolong nih di benahin lagi ya gojek noh kayak aplikasi shoppe food kalo belum ada driver selama 12 menit bisa di batelin sendiri
